SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
9_32,9,Pilot-1,32,1,tracks,Homonymy,Darii,2,NA,5344,Darii,0,0,0,0
9_33,9,Pilot-1,33,1,singers,Valid Filler,Darii,2,NA,11450,Darii,1,1,0,0
9_34,9,Pilot-1,34,0,foundations,Homonymy,Dimatis,2,NA,5067,Dimatis,0,1,0,0
9_35,9,Pilot-1,35,0,movements,Homonymy,Barbara,2,NA,3184,Barbara,0,1,0,0
9_36,9,Pilot-1,36,1,doughnuts,Valid Filler,Darii,2,NA,3146,Darii,1,1,0,0
9_37,9,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,2,NA,4274,Disamis,0,1,0,0
9_38,9,Pilot-1,38,1,examinations,Polysemy,Disamis,2,NA,3407,Disamis,0,0,0,0
9_39,9,Pilot-1,39,0,admissions,Homonymy,Barbara,2,NA,3722,Barbara,0,1,0,0
9_40,9,Pilot-1,40,1,sandwiches,Polysemy,Darii,2,NA,3000,Darii,0,0,0,0
9_41,9,Pilot-1,41,0,chickens,Polysemy,Datisi,2,NA,4249,Datisi,0,1,0,0
9_42,9,Pilot-1,42,0,dinosaurs,Valid Filler,Barbara,2,NA,4803,Barbara,1,0,0,0
9_43,9,Pilot-1,43,0,colors,Invalid Filler,Disamis*,2,NA,4940,Disamis,0,1,0,0
9_44,9,Pilot-1,44,0,mothers,Invalid Filler,Darii*,2,NA,3957,Darii,0,1,0,0
9_45,9,Pilot-1,45,1,suitcases,Valid Filler,Dimatis,2,NA,3128,Dimatis,1,1,0,0
9_46,9,Pilot-1,46,0,shapes,Invalid Filler,Disamis*,2,NA,3011,Disamis,0,1,0,0
9_47,9,Pilot-1,47,1,statues,Valid Filler,Datisi,2,NA,3196,Datisi,1,1,0,0
9_48,9,Pilot-1,48,0,organs,Invalid Filler,Barbara*,2,NA,4482,Barbara,0,1,0,0
9_49,9,Pilot-1,49,0,drivers,Invalid Filler,Barbara*,2,NA,3037,Barbara,0,1,0,0
9_50,9,Pilot-1,50,1,dresses,Invalid Filler,Darii*,2,NA,3371,Darii,0,0,0,0
9_51,9,Pilot-1,51,0,dinners,Polysemy,Barbara,2,NA,3227,Barbara,0,1,0,0
9_52,9,Pilot-1,52,1,trucks,Valid Filler,Dimatis,2,NA,3383,Dimatis,1,1,0,0
9_53,9,Pilot-1,53,0,spices,Invalid Filler,Dimatis*,2,NA,3875,Dimatis,0,1,0,0
9_54,9,Pilot-1,54,1,panels,Homonymy,Datisi,2,NA,3863,Datisi,0,0,0,0
9_55,9,Pilot-1,55,1,thieves,Invalid Filler,Dimatis*,2,NA,4071,Dimatis,0,0,0,0
9_56,9,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,2,NA,4523,Datisi,0,1,0,0
9_57,9,Pilot-1,57,1,burgers,Valid Filler,Disamis,2,NA,3454,Disamis,1,1,0,0
9_58,9,Pilot-1,58,1,toilets,Invalid Filler,Disamis*,2,NA,3784,Disamis,0,0,0,0
9_59,9,Pilot-1,59,0,buildings,Invalid Filler,Barbara*,2,NA,2736,Barbara,0,1,0,0
9_60,9,Pilot-1,60,0,tapes,Homonymy,Darii,2,NA,2365,Darii,0,1,0,0
10_1,10,Pilot-1,1,0,boards,Homonymy,Dimatis,2,NA,2893,Dimatis,0,1,0,0
10_2,10,Pilot-1,2,0,clocks,Invalid Filler,Barbara*,2,NA,3182,Barbara,0,1,0,0
10_3,10,Pilot-1,3,1,whales,Valid Filler,Barbara,2,NA,1930,Barbara,1,1,0,0
10_4,10,Pilot-1,4,1,antiques,Invalid Filler,Darii*,2,NA,3416,Darii,0,0,0,0
10_5,10,Pilot-1,5,1,classes,Polysemy,Disamis,2,NA,3133,Disamis,0,0,0,0
10_6,10,Pilot-1,6,1,negotiations,Valid Filler,Barbara,2,NA,4272,Barbara,1,1,0,0
10_7,10,Pilot-1,7,1,columns,Homonymy,Datisi,2,NA,2401,Datisi,0,0,0,0
10_8,10,Pilot-1,8,1,arms,Homonymy,Disamis,2,NA,4215,Disamis,0,0,0,0
10_9,10,Pilot-1,9,1,stones,Invalid Filler,Datisi*,2,NA,2522,Datisi,0,0,0,0
10_10,10,Pilot-1,10,0,phones,Valid Filler,Barbara,2,NA,4758,Barbara,1,0,0,0
10_11,10,Pilot-1,11,1,actors,Invalid Filler,Datisi*,2,NA,2116,Datisi,0,0,0,0
10_12,10,Pilot-1,12,1,oil,Polysemy,Datisi,2,NA,4169,Datisi,0,0,0,0
10_13,10,Pilot-1,13,0,sausages,Invalid Filler,Datisi*,2,NA,3102,Datisi,0,1,0,0
10_14,10,Pilot-1,14,1,dolls,Valid Filler,Darii,2,NA,2503,Darii,1,1,0,0
10_15,10,Pilot-1,15,0,dates,Homonymy,Disamis,2,NA,4324,Disamis,0,1,0,0
10_16,10,Pilot-1,16,1,ponies,Valid Filler,Datisi,2,NA,7424,Datisi,1,1,0,0
10_17,10,Pilot-1,17,1,rifles,Valid Filler,Disamis,2,NA,1712,Disamis,1,1,0,0
10_18,10,Pilot-1,18,0,subscriptions,Polysemy,Darii,2,NA,2709,Darii,0,1,0,0
10_19,10,Pilot-1,19,1,liars,Valid Filler,Dimatis,2,NA,1755,Dimatis,1,1,0,0
10_20,10,Pilot-1,20,0,injuries,Invalid Filler,Dimatis*,2,NA,4743,Dimatis,0,1,0,0
10_21,10,Pilot-1,21,1,mugs,Valid Filler,Datisi,2,NA,1741,Datisi,1,1,0,0
10_22,10,Pilot-1,22,1,poets,Valid Filler,Datisi,2,NA,1774,Datisi,1,1,0,0
10_23,10,Pilot-1,23,0,newspapers,Polysemy,Dimatis,2,NA,2157,Dimatis,0,1,0,0
10_24,10,Pilot-1,24,0,books,Polysemy,Dimatis,2,NA,5624,Dimatis,0,1,0,0
10_25,10,Pilot-1,25,1,widows,Valid Filler,Dimatis,2,NA,1755,Dimatis,1,1,0,0
10_26,10,Pilot-1,26,0,dances,Invalid Filler,Darii*,2,NA,3212,Darii,0,1,0,0
10_27,10,Pilot-1,27,1,clowns,Valid Filler,Darii,2,NA,1590,Darii,1,1,0,0
10_28,10,Pilot-1,28,1,grapes,Valid Filler,Disamis,2,NA,1436,Disamis,1,1,0,0
10_29,10,Pilot-1,29,0,dreams,Polysemy,Barbara,2,NA,1724,Barbara,0,1,0,0
10_30,10,Pilot-1,30,0,swords,Valid Filler,Disamis,2,NA,1841,Disamis,1,0,0,0
10_31,10,Pilot-1,31,0,peppers,Invalid Filler,Dimatis*,2,NA,2771,Dimatis,0,1,0,0
10_32,10,Pilot-1,32,1,tracks,Homonymy,Darii,2,NA,4469,Darii,0,0,0,0
10_33,10,Pilot-1,33,1,singers,Valid Filler,Darii,2,NA,2873,Darii,1,1,0,0
10_34,10,Pilot-1,34,0,foundations,Homonymy,Dimatis,2,NA,2421,Dimatis,0,1,0,0
10_35,10,Pilot-1,35,0,movements,Homonymy,Barbara,2,NA,2324,Barbara,0,1,0,0
10_36,10,Pilot-1,36,1,doughnuts,Valid Filler,Darii,2,NA,1805,Darii,1,1,0,0
10_37,10,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,2,NA,2316,Disamis,0,1,0,0
10_38,10,Pilot-1,38,1,examinations,Polysemy,Disamis,2,NA,3206,Disamis,0,0,0,0
10_39,10,Pilot-1,39,0,admissions,Homonymy,Barbara,2,NA,2338,Barbara,0,1,0,0
10_40,10,Pilot-1,40,0,sandwiches,Polysemy,Darii,2,NA,1885,Darii,0,1,0,0
10_41,10,Pilot-1,41,0,chickens,Polysemy,Datisi,2,NA,2099,Datisi,0,1,0,0
10_42,10,Pilot-1,42,0,dinosaurs,Valid Filler,Barbara,2,NA,2993,Barbara,1,0,0,0
10_43,10,Pilot-1,43,0,colors,Invalid Filler,Disamis*,2,NA,3455,Disamis,0,1,0,0
10_44,10,Pilot-1,44,0,mothers,Invalid Filler,Darii*,2,NA,4432,Darii,0,1,0,0
10_45,10,Pilot-1,45,1,suitcases,Valid Filler,Dimatis,2,NA,2141,Dimatis,1,1,0,0
10_46,10,Pilot-1,46,0,shapes,Invalid Filler,Disamis*,2,NA,1746,Disamis,0,1,0,0
10_47,10,Pilot-1,47,1,statues,Valid Filler,Datisi,2,NA,1834,Datisi,1,1,0,0
10_48,10,Pilot-1,48,0,organs,Invalid Filler,Barbara*,2,NA,2795,Barbara,0,1,0,0
10_49,10,Pilot-1,49,0,drivers,Invalid Filler,Barbara*,2,NA,2416,Barbara,0,1,0,0
10_50,10,Pilot-1,50,0,dresses,Invalid Filler,Darii*,2,NA,7019,Darii,0,1,0,0
10_51,10,Pilot-1,51,0,dinners,Polysemy,Barbara,2,NA,2312,Barbara,0,1,0,0
10_52,10,Pilot-1,52,1,trucks,Valid Filler,Dimatis,2,NA,1604,Dimatis,1,1,0,0
10_53,10,Pilot-1,53,0,spices,Invalid Filler,Dimatis*,2,NA,2322,Dimatis,0,1,0,0
10_54,10,Pilot-1,54,0,panels,Homonymy,Datisi,2,NA,2872,Datisi,0,1,0,0
10_55,10,Pilot-1,55,1,thieves,Invalid Filler,Dimatis*,2,NA,3507,Dimatis,0,0,0,0
10_56,10,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,2,NA,4369,Datisi,0,1,0,0
10_57,10,Pilot-1,57,1,burgers,Valid Filler,Disamis,2,NA,2056,Disamis,1,1,0,0
10_58,10,Pilot-1,58,0,toilets,Invalid Filler,Disamis*,2,NA,1987,Disamis,0,1,0,0
10_59,10,Pilot-1,59,0,buildings,Invalid Filler,Barbara*,2,NA,1822,Barbara,0,1,0,0
10_60,10,Pilot-1,60,0,tapes,Homonymy,Darii,2,NA,1855,Darii,0,1,0,0
11_1,11,Pilot-1,1,1,mugs,Valid Filler,Datisi,1,NA,4020,Datisi,1,1,0,0
11_2,11,Pilot-1,2,1,burgers,Valid Filler,Disamis,1,NA,3788,Disamis,1,1,0,0
11_3,11,Pilot-1,3,0,dresses,Invalid Filler,Darii*,1,NA,4324,Darii,0,1,0,0
11_4,11,Pilot-1,4,1,trucks,Valid Filler,Dimatis,1,NA,1679,Dimatis,1,1,0,0
11_5,11,Pilot-1,5,1,poets,Valid Filler,Datisi,1,NA,1594,Datisi,1,1,0,0
11_6,11,Pilot-1,6,1,doughnuts,Valid Filler,Darii,1,NA,2579,Darii,1,1,0,0
11_7,11,Pilot-1,7,1,dolls,Valid Filler,Darii,1,NA,2793,Darii,1,1,0,0
11_8,11,Pilot-1,8,1,arms,Homonymy,Disamis,1,NA,3899,Disamis,0,0,0,0
11_9,11,Pilot-1,9,1,toilets,Invalid Filler,Disamis*,1,NA,3993,Disamis,0,0,0,0
11_10,11,Pilot-1,10,0,dinners,Polysemy,Barbara,1,NA,4476,Barbara,0,1,0,0
11_11,11,Pilot-1,11,1,rifles,Valid Filler,Disamis,1,NA,2563,Disamis,1,1,0,0
11_12,11,Pilot-1,12,1,chickens,Polysemy,Datisi,1,NA,4806,Datisi,0,0,0,0
11_13,11,Pilot-1,13,1,boards,Homonymy,Dimatis,1,NA,2962,Dimatis,0,0,0,0
11_14,11,Pilot-1,14,1,foundations,Homonymy,Dimatis,1,NA,2163,Dimatis,0,0,0,0
11_15,11,Pilot-1,15,1,panels,Homonymy,Datisi,1,NA,1917,Datisi,0,0,0,0
11_16,11,Pilot-1,16,0,oil,Polysemy,Datisi,1,NA,1283,Datisi,0,1,0,0
11_17,11,Pilot-1,17,0,dreams,Polysemy,Barbara,1,NA,898,Barbara,0,1,0,0
11_18,11,Pilot-1,18,1,whales,Valid Filler,Barbara,1,NA,853,Barbara,1,1,0,0
11_19,11,Pilot-1,19,0,spices,Invalid Filler,Dimatis*,1,NA,2455,Dimatis,0,1,0,0
11_20,11,Pilot-1,20,1,sandwiches,Polysemy,Darii,1,NA,767,Darii,0,0,0,0
11_21,11,Pilot-1,21,0,admissions,Homonymy,Barbara,1,NA,1071,Barbara,0,1,0,0
11_22,11,Pilot-1,22,0,suitcases,Valid Filler,Dimatis,1,NA,906,Dimatis,1,0,0,0
11_23,11,Pilot-1,23,0,peppers,Invalid Filler,Dimatis*,1,NA,898,Dimatis,0,1,0,0
11_24,11,Pilot-1,24,0,colors,Invalid Filler,Disamis*,1,NA,1003,Disamis,0,1,0,0
11_25,11,Pilot-1,25,1,examinations,Polysemy,Disamis,1,NA,865,Disamis,0,0,0,0
11_26,11,Pilot-1,26,1,tapes,Homonymy,Darii,1,NA,1696,Darii,0,0,0,0
11_27,11,Pilot-1,27,0,dinosaurs,Valid Filler,Barbara,1,NA,2268,Barbara,1,0,0,0
11_28,11,Pilot-1,28,0,phones,Valid Filler,Barbara,1,NA,1314,Barbara,1,0,0,0
11_29,11,Pilot-1,29,0,newspapers,Polysemy,Dimatis,1,NA,949,Dimatis,0,1,0,0
11_30,11,Pilot-1,30,1,buildings,Invalid Filler,Barbara*,1,NA,1365,Barbara,0,0,0,0
11_31,11,Pilot-1,31,0,dates,Homonymy,Disamis,1,NA,1169,Disamis,0,1,0,0
11_32,11,Pilot-1,32,0,grapes,Valid Filler,Disamis,1,NA,791,Disamis,1,0,0,0
11_33,11,Pilot-1,33,0,swords,Valid Filler,Disamis,1,NA,850,Disamis,1,0,0,0
11_34,11,Pilot-1,34,0,ponies,Valid Filler,Datisi,1,NA,1043,Datisi,1,0,0,0
11_35,11,Pilot-1,35,1,statues,Valid Filler,Datisi,1,NA,1271,Datisi,1,1,0,0
11_36,11,Pilot-1,36,0,widows,Valid Filler,Dimatis,1,NA,863,Dimatis,1,0,0,0
11_37,11,Pilot-1,37,1,steaks,Invalid Filler,Disamis*,1,NA,1778,Disamis,0,0,0,0
11_38,11,Pilot-1,38,1,clowns,Valid Filler,Darii,1,NA,940,Darii,1,1,0,0
11_39,11,Pilot-1,39,0,injuries,Invalid Filler,Dimatis*,1,NA,1382,Dimatis,0,1,0,0
11_40,11,Pilot-1,40,0,thieves,Invalid Filler,Dimatis*,1,NA,867,Dimatis,0,1,0,0
11_41,11,Pilot-1,41,1,tracks,Homonymy,Darii,1,NA,2795,Darii,0,0,0,0
11_42,11,Pilot-1,42,0,stones,Invalid Filler,Datisi*,1,NA,1904,Datisi,0,1,0,0
11_43,11,Pilot-1,43,1,columns,Homonymy,Datisi,1,NA,1346,Datisi,0,0,0,0
11_44,11,Pilot-1,44,0,movements,Homonymy,Barbara,1,NA,1291,Barbara,0,1,0,0
11_45,11,Pilot-1,45,1,organs,Invalid Filler,Barbara*,1,NA,1135,Barbara,0,0,0,0
11_46,11,Pilot-1,46,0,actors,Invalid Filler,Datisi*,1,NA,894,Datisi,0,1,0,0
11_47,11,Pilot-1,47,0,subscriptions,Polysemy,Darii,1,NA,1864,Darii,0,1,0,0
11_48,11,Pilot-1,48,1,liars,Valid Filler,Dimatis,1,NA,1131,Dimatis,1,1,0,0
11_49,11,Pilot-1,49,0,classes,Polysemy,Disamis,1,NA,1167,Disamis,0,1,0,0
11_50,11,Pilot-1,50,0,negotiations,Valid Filler,Barbara,1,NA,2890,Barbara,1,0,0,0
11_51,11,Pilot-1,51,0,antiques,Invalid Filler,Darii*,1,NA,3378,Darii,0,1,0,0
11_52,11,Pilot-1,52,1,books,Polysemy,Dimatis,1,NA,1515,Dimatis,0,0,0,0
11_53,11,Pilot-1,53,0,dances,Invalid Filler,Darii*,1,NA,727,Darii,0,1,0,0
11_54,11,Pilot-1,54,1,shapes,Invalid Filler,Disamis*,1,NA,1032,Disamis,0,0,0,0
11_55,11,Pilot-1,55,1,sausages,Invalid Filler,Datisi*,1,NA,1111,Datisi,0,0,0,0
11_56,11,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,1,NA,944,Datisi,0,1,0,0
11_57,11,Pilot-1,57,0,singers,Valid Filler,Darii,1,NA,921,Darii,1,0,0,0
11_58,11,Pilot-1,58,1,mothers,Invalid Filler,Darii*,1,NA,1652,Darii,0,0,0,0
11_59,11,Pilot-1,59,0,clocks,Invalid Filler,Barbara*,1,NA,1614,Barbara,0,1,0,0
11_60,11,Pilot-1,60,0,drivers,Invalid Filler,Barbara*,1,NA,2060,Barbara,0,1,0,0
12_1,12,Pilot-1,1,1,mugs,Valid Filler,Datisi,1,NA,2573,Datisi,1,1,0,0
12_2,12,Pilot-1,2,1,burgers,Valid Filler,Disamis,1,NA,2636,Disamis,1,1,0,0
12_3,12,Pilot-1,3,0,dresses,Invalid Filler,Darii*,1,NA,4056,Darii,0,1,0,0
12_4,12,Pilot-1,4,1,trucks,Valid Filler,Dimatis,1,NA,2498,Dimatis,1,1,0,0
12_5,12,Pilot-1,5,1,poets,Valid Filler,Datisi,1,NA,1832,Datisi,1,1,0,0
12_6,12,Pilot-1,6,1,doughnuts,Valid Filler,Darii,1,NA,1937,Darii,1,1,0,0
12_7,12,Pilot-1,7,1,dolls,Valid Filler,Darii,1,NA,2489,Darii,1,1,0,0
12_8,12,Pilot-1,8,1,arms,Homonymy,Disamis,1,NA,3814,Disamis,0,0,0,0
12_9,12,Pilot-1,9,1,toilets,Invalid Filler,Disamis*,1,NA,3339,Disamis,0,0,0,0
12_10,12,Pilot-1,10,0,dinners,Polysemy,Barbara,1,NA,3127,Barbara,0,1,0,0
12_11,12,Pilot-1,11,1,rifles,Valid Filler,Disamis,1,NA,2603,Disamis,1,1,0,0
12_12,12,Pilot-1,12,0,chickens,Polysemy,Datisi,1,NA,2819,Datisi,0,1,0,0
12_13,12,Pilot-1,13,0,boards,Homonymy,Dimatis,1,NA,2546,Dimatis,0,1,0,0
12_14,12,Pilot-1,14,0,foundations,Homonymy,Dimatis,1,NA,1918,Dimatis,0,1,0,0
12_15,12,Pilot-1,15,0,panels,Homonymy,Datisi,1,NA,1801,Datisi,0,1,0,0
12_16,12,Pilot-1,16,0,oil,Polysemy,Datisi,1,NA,3341,Datisi,0,1,0,0
12_17,12,Pilot-1,17,0,dreams,Polysemy,Barbara,1,NA,1688,Barbara,0,1,0,0
12_18,12,Pilot-1,18,1,whales,Valid Filler,Barbara,1,NA,6285,Barbara,1,1,0,0
12_19,12,Pilot-1,19,0,spices,Invalid Filler,Dimatis*,1,NA,2063,Dimatis,0,1,0,0
12_20,12,Pilot-1,20,0,sandwiches,Polysemy,Darii,1,NA,5659,Darii,0,1,0,0
12_21,12,Pilot-1,21,0,admissions,Homonymy,Barbara,1,NA,1787,Barbara,0,1,0,0
12_22,12,Pilot-1,22,1,suitcases,Valid Filler,Dimatis,1,NA,2769,Dimatis,1,1,0,0
12_23,12,Pilot-1,23,0,peppers,Invalid Filler,Dimatis*,1,NA,3193,Dimatis,0,1,0,0
12_24,12,Pilot-1,24,0,colors,Invalid Filler,Disamis*,1,NA,1970,Disamis,0,1,0,0
12_25,12,Pilot-1,25,0,examinations,Polysemy,Disamis,1,NA,3844,Disamis,0,1,0,0
12_26,12,Pilot-1,26,0,tapes,Homonymy,Darii,1,NA,3034,Darii,0,1,0,0
12_27,12,Pilot-1,27,1,dinosaurs,Valid Filler,Barbara,1,NA,4732,Barbara,1,1,0,0
12_28,12,Pilot-1,28,1,phones,Valid Filler,Barbara,1,NA,3045,Barbara,1,1,0,0
12_29,12,Pilot-1,29,0,newspapers,Polysemy,Dimatis,1,NA,2942,Dimatis,0,1,0,0
12_30,12,Pilot-1,30,0,buildings,Invalid Filler,Barbara*,1,NA,1606,Barbara,0,1,0,0
12_31,12,Pilot-1,31,1,dates,Homonymy,Disamis,1,NA,4967,Disamis,0,0,0,0
12_32,12,Pilot-1,32,1,grapes,Valid Filler,Disamis,1,NA,1675,Disamis,1,1,0,0
12_33,12,Pilot-1,33,1,swords,Valid Filler,Disamis,1,NA,3511,Disamis,1,1,0,0
12_34,12,Pilot-1,34,1,ponies,Valid Filler,Datisi,1,NA,2816,Datisi,1,1,0,0
12_35,12,Pilot-1,35,1,statues,Valid Filler,Datisi,1,NA,1963,Datisi,1,1,0,0
12_36,12,Pilot-1,36,1,widows,Valid Filler,Dimatis,1,NA,1639,Dimatis,1,1,0,0
12_37,12,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,1,NA,2658,Disamis,0,1,0,0
12_38,12,Pilot-1,38,1,clowns,Valid Filler,Darii,1,NA,1626,Darii,1,1,0,0
12_39,12,Pilot-1,39,0,injuries,Invalid Filler,Dimatis*,1,NA,2633,Dimatis,0,1,0,0
12_40,12,Pilot-1,40,0,thieves,Invalid Filler,Dimatis*,1,NA,1919,Dimatis,0,1,0,0
12_41,12,Pilot-1,41,0,tracks,Homonymy,Darii,1,NA,3646,Darii,0,1,0,0
12_42,12,Pilot-1,42,0,stones,Invalid Filler,Datisi*,1,NA,1916,Datisi,0,1,0,0
12_43,12,Pilot-1,43,0,columns,Homonymy,Datisi,1,NA,1709,Datisi,0,1,0,0
12_44,12,Pilot-1,44,0,movements,Homonymy,Barbara,1,NA,3433,Barbara,0,1,0,0
12_45,12,Pilot-1,45,0,organs,Invalid Filler,Barbara*,1,NA,1435,Barbara,0,1,0,0
12_46,12,Pilot-1,46,1,actors,Invalid Filler,Datisi*,1,NA,2254,Datisi,0,0,0,0
12_47,12,Pilot-1,47,1,subscriptions,Polysemy,Darii,1,NA,4523,Darii,0,0,0,0
12_48,12,Pilot-1,48,1,liars,Valid Filler,Dimatis,1,NA,2407,Dimatis,1,1,0,0
12_49,12,Pilot-1,49,1,classes,Polysemy,Disamis,1,NA,2383,Disamis,0,0,0,0
12_50,12,Pilot-1,50,1,negotiations,Valid Filler,Barbara,1,NA,3372,Barbara,1,1,0,0
12_51,12,Pilot-1,51,0,antiques,Invalid Filler,Darii*,1,NA,2649,Darii,0,1,0,0
12_52,12,Pilot-1,52,0,books,Polysemy,Dimatis,1,NA,2069,Dimatis,0,1,0,0
12_53,12,Pilot-1,53,0,dances,Invalid Filler,Darii*,1,NA,2042,Darii,0,1,0,0
12_54,12,Pilot-1,54,0,shapes,Invalid Filler,Disamis*,1,NA,1615,Disamis,0,1,0,0
12_55,12,Pilot-1,55,0,sausages,Invalid Filler,Datisi*,1,NA,1614,Datisi,0,1,0,0
12_56,12,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,1,NA,2169,Datisi,0,1,0,0
12_57,12,Pilot-1,57,1,singers,Valid Filler,Darii,1,NA,3341,Darii,1,1,0,0
12_58,12,Pilot-1,58,0,mothers,Invalid Filler,Darii*,1,NA,3289,Darii,0,1,0,0
12_59,12,Pilot-1,59,0,clocks,Invalid Filler,Barbara*,1,NA,2263,Barbara,0,1,0,0
12_60,12,Pilot-1,60,0,drivers,Invalid Filler,Barbara*,1,NA,2309,Barbara,0,1,0,0
13_1,13,Pilot-1,1,1,mugs,Valid Filler,Datisi,1,NA,4147,Datisi,1,1,0,0
13_2,13,Pilot-1,2,1,burgers,Valid Filler,Disamis,1,NA,4249,Disamis,1,1,0,0
13_3,13,Pilot-1,3,0,dresses,Invalid Filler,Darii*,1,NA,7202,Darii,0,1,0,0
13_4,13,Pilot-1,4,1,trucks,Valid Filler,Dimatis,1,NA,2039,Dimatis,1,1,0,0
13_5,13,Pilot-1,5,1,poets,Valid Filler,Datisi,1,NA,2781,Datisi,1,1,0,0
13_6,13,Pilot-1,6,1,doughnuts,Valid Filler,Darii,1,NA,3624,Darii,1,1,0,0
13_7,13,Pilot-1,7,1,dolls,Valid Filler,Darii,1,NA,2983,Darii,1,1,0,0
13_8,13,Pilot-1,8,0,arms,Homonymy,Disamis,1,NA,7132,Disamis,0,1,0,0
13_9,13,Pilot-1,9,0,toilets,Invalid Filler,Disamis*,1,NA,4978,Disamis,0,1,0,0
13_10,13,Pilot-1,10,0,dinners,Polysemy,Barbara,1,NA,5718,Barbara,0,1,0,0
13_11,13,Pilot-1,11,1,rifles,Valid Filler,Disamis,1,NA,3594,Disamis,1,1,0,0
13_12,13,Pilot-1,12,0,chickens,Polysemy,Datisi,1,NA,4851,Datisi,0,1,0,0
13_13,13,Pilot-1,13,0,boards,Homonymy,Dimatis,1,NA,9311,Dimatis,0,1,0,0
13_14,13,Pilot-1,14,0,foundations,Homonymy,Dimatis,1,NA,4201,Dimatis,0,1,0,0
13_15,13,Pilot-1,15,1,panels,Homonymy,Datisi,1,NA,7827,Datisi,0,0,0,0
13_16,13,Pilot-1,16,0,oil,Polysemy,Datisi,1,NA,4672,Datisi,0,1,0,0
13_17,13,Pilot-1,17,0,dreams,Polysemy,Barbara,1,NA,3124,Barbara,0,1,0,0
13_18,13,Pilot-1,18,1,whales,Valid Filler,Barbara,1,NA,4322,Barbara,1,1,0,0
13_19,13,Pilot-1,19,1,spices,Invalid Filler,Dimatis*,1,NA,4858,Dimatis,0,0,0,0
13_20,13,Pilot-1,20,1,sandwiches,Polysemy,Darii,1,NA,7008,Darii,0,0,0,0
13_21,13,Pilot-1,21,1,admissions,Homonymy,Barbara,1,NA,6553,Barbara,0,0,0,0
13_22,13,Pilot-1,22,1,suitcases,Valid Filler,Dimatis,1,NA,2867,Dimatis,1,1,0,0
13_23,13,Pilot-1,23,1,peppers,Invalid Filler,Dimatis*,1,NA,4741,Dimatis,0,0,0,0
13_24,13,Pilot-1,24,0,colors,Invalid Filler,Disamis*,1,NA,3015,Disamis,0,1,0,0
13_25,13,Pilot-1,25,1,examinations,Polysemy,Disamis,1,NA,3967,Disamis,0,0,0,0
13_26,13,Pilot-1,26,1,tapes,Homonymy,Darii,1,NA,4475,Darii,0,0,0,0
13_27,13,Pilot-1,27,1,dinosaurs,Valid Filler,Barbara,1,NA,4147,Barbara,1,1,0,0
13_28,13,Pilot-1,28,1,phones,Valid Filler,Barbara,1,NA,3414,Barbara,1,1,0,0
13_29,13,Pilot-1,29,1,newspapers,Polysemy,Dimatis,1,NA,7688,Dimatis,0,0,0,0
13_30,13,Pilot-1,30,0,buildings,Invalid Filler,Barbara*,1,NA,2398,Barbara,0,1,0,0
13_31,13,Pilot-1,31,1,dates,Homonymy,Disamis,1,NA,4516,Disamis,0,0,0,0
13_32,13,Pilot-1,32,1,grapes,Valid Filler,Disamis,1,NA,2054,Disamis,1,1,0,0
13_33,13,Pilot-1,33,1,swords,Valid Filler,Disamis,1,NA,3906,Disamis,1,1,0,0
13_34,13,Pilot-1,34,1,ponies,Valid Filler,Datisi,1,NA,1820,Datisi,1,1,0,0
13_35,13,Pilot-1,35,1,statues,Valid Filler,Datisi,1,NA,2429,Datisi,1,1,0,0
13_36,13,Pilot-1,36,1,widows,Valid Filler,Dimatis,1,NA,2789,Dimatis,1,1,0,0
13_37,13,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,1,NA,3928,Disamis,0,1,0,0
13_38,13,Pilot-1,38,1,clowns,Valid Filler,Darii,1,NA,3047,Darii,1,1,0,0
13_39,13,Pilot-1,39,0,injuries,Invalid Filler,Dimatis*,1,NA,4303,Dimatis,0,1,0,0
13_40,13,Pilot-1,40,1,thieves,Invalid Filler,Dimatis*,1,NA,2163,Dimatis,0,0,0,0
13_41,13,Pilot-1,41,1,tracks,Homonymy,Darii,1,NA,3733,Darii,0,0,0,0
13_42,13,Pilot-1,42,0,stones,Invalid Filler,Datisi*,1,NA,3625,Datisi,0,1,0,0
13_43,13,Pilot-1,43,0,columns,Homonymy,Datisi,1,NA,6422,Datisi,0,1,0,0
13_44,13,Pilot-1,44,0,movements,Homonymy,Barbara,1,NA,2968,Barbara,0,1,0,0
13_45,13,Pilot-1,45,0,organs,Invalid Filler,Barbara*,1,NA,2476,Barbara,0,1,0,0
13_46,13,Pilot-1,46,1,actors,Invalid Filler,Datisi*,1,NA,2368,Datisi,0,0,0,0
13_47,13,Pilot-1,47,0,subscriptions,Polysemy,Darii,1,NA,2218,Darii,0,1,0,0
