SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
20_47,20,Pilot-2,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,10899,Darii,0,0,0,0
20_48,20,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,10210,Dimatis,1,1,0,0
20_49,20,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,6624,Disamis,0,1,0,0
20_50,20,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,7765,Barbara,1,1,0,0
20_51,20,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,10016,Darii,0,1,0,0
20_52,20,Pilot-2,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,20938,Dimatis,0,0,0,0
20_53,20,Pilot-2,53,1,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,11006,Darii,0,0,0,0
20_54,20,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,5509,Disamis,0,1,0,0
20_55,20,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,25963,Datisi,0,1,0,0
20_56,20,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,7396,Datisi,0,1,0,0
20_57,20,Pilot-2,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,6815,Darii,1,1,0,0
20_58,20,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,31418,Darii,0,1,0,0
20_59,20,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,8819,Barbara,0,1,0,0
20_60,20,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,19946,Barbara,0,1,0,0
21_1,21,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,16295,Datisi,1,1,0,0
21_2,21,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,11334,Disamis,1,1,0,0
21_3,21,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,75855,Darii,0,1,0,0
21_4,21,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,7039,Dimatis,1,1,0,0
21_5,21,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,5544,Datisi,1,1,0,0
21_6,21,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,9319,Darii,1,1,0,0
21_7,21,Pilot-2,7,0,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,17152,Darii,1,0,0,0
21_8,21,Pilot-2,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,11751,Disamis,0,1,0,0
21_9,21,Pilot-2,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,8751,Disamis,0,0,0,0
21_10,21,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,14904,Barbara,0,0,0,0
21_11,21,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,7135,Disamis,1,1,0,0
21_12,21,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,9063,Datisi,0,1,0,0
21_13,21,Pilot-2,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,12303,Dimatis,0,1,0,0
21_14,21,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,9944,Dimatis,0,1,0,0
21_15,21,Pilot-2,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,13920,Datisi,0,1,0,0
21_16,21,Pilot-2,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,18624,Datisi,0,0,0,0
21_17,21,Pilot-2,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,6399,Barbara,0,1,0,0
21_18,21,Pilot-2,18,0,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,7614,Barbara,1,0,0,0
21_19,21,Pilot-2,19,1,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,9783,Dimatis,0,0,0,0
21_20,21,Pilot-2,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,9296,Darii,0,1,0,0
21_21,21,Pilot-2,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,45584,Barbara,0,1,0,0
21_22,21,Pilot-2,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,6455,Dimatis,1,1,0,0
21_23,21,Pilot-2,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,12462,Dimatis,0,0,0,0
21_24,21,Pilot-2,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,7272,Disamis,0,1,0,0
21_25,21,Pilot-2,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,19759,Disamis,0,1,0,0
21_26,21,Pilot-2,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,11376,Darii,0,1,0,0
21_27,21,Pilot-2,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,9536,Barbara,1,1,0,0
21_28,21,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,5543,Barbara,1,1,0,0
21_29,21,Pilot-2,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,13136,Dimatis,0,1,0,0
21_30,21,Pilot-2,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,14880,Barbara,0,1,0,0
21_31,21,Pilot-2,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,13247,Disamis,0,1,0,0
21_32,21,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,6520,Disamis,1,1,0,0
21_33,21,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,8424,Disamis,1,1,0,0
21_34,21,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,8967,Datisi,1,1,0,0
21_35,21,Pilot-2,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,9135,Datisi,1,1,0,0
21_36,21,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,9408,Dimatis,1,1,0,0
21_37,21,Pilot-2,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,8335,Disamis,0,1,0,0
21_38,21,Pilot-2,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,11663,Darii,1,1,0,0
21_39,21,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,15399,Dimatis,0,1,0,0
21_40,21,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,19599,Dimatis,0,1,0,0
21_41,21,Pilot-2,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,26528,Darii,0,1,0,0
21_42,21,Pilot-2,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,8808,Datisi,0,1,0,0
21_43,21,Pilot-2,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,11567,Datisi,0,1,0,0
21_44,21,Pilot-2,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,12984,Barbara,0,1,0,0
21_45,21,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,8968,Barbara,0,1,0,0
21_46,21,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,9247,Datisi,0,1,0,0
21_47,21,Pilot-2,47,0,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,16671,Darii,0,1,0,0
21_48,21,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,8423,Dimatis,1,1,0,0
21_49,21,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,7375,Disamis,0,1,0,0
21_50,21,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,11855,Barbara,1,1,0,0
21_51,21,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,17832,Darii,0,1,0,0
21_52,21,Pilot-2,52,0,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,10398,Dimatis,0,1,0,0
21_53,21,Pilot-2,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,13472,Darii,0,1,0,0
21_54,21,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,17423,Disamis,0,1,0,0
21_55,21,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,8640,Datisi,0,1,0,0
21_56,21,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,13599,Datisi,0,1,0,0
21_57,21,Pilot-2,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,9607,Darii,1,1,0,0
21_58,21,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,11070,Darii,0,1,0,0
21_59,21,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,9448,Barbara,0,1,0,0
21_60,21,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,17576,Barbara,0,1,0,0
22_1,22,Pilot-2,1,0,boards,Homonymy,Dimatis,2,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,24529,Dimatis,0,1,0,0
22_2,22,Pilot-2,2,0,clocks,Invalid Filler,Barbara*,2,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,15466,Barbara,0,1,0,0
22_3,22,Pilot-2,3,1,whales,Valid Filler,Barbara,2,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,10767,Barbara,1,1,0,0
22_4,22,Pilot-2,4,0,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,70763,Darii,0,1,0,0
22_5,22,Pilot-2,5,0,classes,Polysemy,Disamis,2,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,26136,Disamis,0,1,0,0
22_6,22,Pilot-2,6,1,negotiations,Valid Filler,Barbara,2,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,11357,Barbara,1,1,0,0
22_7,22,Pilot-2,7,1,columns,Homonymy,Datisi,2,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,8330,Datisi,0,0,0,0
22_8,22,Pilot-2,8,0,arms,Homonymy,Disamis,2,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,102415,Disamis,0,1,0,0
22_9,22,Pilot-2,9,0,stones,Invalid Filler,Datisi*,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,14492,Datisi,0,1,0,0
22_10,22,Pilot-2,10,1,phones,Valid Filler,Barbara,2,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,8435,Barbara,1,1,0,0
22_11,22,Pilot-2,11,0,actors,Invalid Filler,Datisi*,2,All male leads are actors,Some actors are women,Some women are male leads,NA,33783,Datisi,0,1,0,0
22_12,22,Pilot-2,12,1,oil,Polysemy,Datisi,2,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,16908,Datisi,0,0,0,0
22_13,22,Pilot-2,13,1,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,13051,Datisi,0,0,0,0
22_14,22,Pilot-2,14,1,dolls,Valid Filler,Darii,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,11125,Darii,1,1,0,0
22_15,22,Pilot-2,15,1,dates,Homonymy,Disamis,2,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,13553,Disamis,0,0,0,0
22_16,22,Pilot-2,16,1,ponies,Valid Filler,Datisi,2,All ponies neigh,Some ponies are colts,Some colts neigh,NA,6450,Datisi,1,1,0,0
22_17,22,Pilot-2,17,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,9267,Disamis,1,1,0,0
22_18,22,Pilot-2,18,1,magazines,Polysemy,Darii,2,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,33335,Darii,0,0,0,0
22_19,22,Pilot-2,19,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,9258,Dimatis,1,1,0,0
22_20,22,Pilot-2,20,0,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,35698,Dimatis,0,1,0,0
22_21,22,Pilot-2,21,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,14148,Datisi,1,1,0,0
22_22,22,Pilot-2,22,1,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,11815,Datisi,1,1,0,0
22_23,22,Pilot-2,23,0,newspapers,Polysemy,Dimatis,2,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,5725,Dimatis,0,1,0,0
22_24,22,Pilot-2,24,1,books,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,6974,Dimatis,0,0,0,0
22_25,22,Pilot-2,25,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,NA,15660,Dimatis,1,1,0,0
22_26,22,Pilot-2,26,0,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,27789,Darii,0,1,0,0
22_27,22,Pilot-2,27,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,9357,Darii,1,1,0,0
22_28,22,Pilot-2,28,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,10915,Disamis,1,1,0,0
22_29,22,Pilot-2,29,1,dreams,Polysemy,Barbara,2,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,10968,Barbara,0,0,0,0
22_30,22,Pilot-2,30,1,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,94491,Disamis,1,1,0,0
22_31,22,Pilot-2,31,1,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,17336,Dimatis,0,0,0,0
22_32,22,Pilot-2,32,1,tracks,Homonymy,Darii,2,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,23917,Darii,0,0,0,0
22_33,22,Pilot-2,33,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,14739,Darii,1,1,0,0
22_34,22,Pilot-2,34,0,foundations,Homonymy,Dimatis,2,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,36022,Dimatis,0,1,0,0
22_35,22,Pilot-2,35,0,movements,Homonymy,Barbara,2,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,13081,Barbara,0,1,0,0
22_36,22,Pilot-2,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,11108,Darii,1,1,0,0
22_37,22,Pilot-2,37,1,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,12234,Disamis,0,0,0,0
22_38,22,Pilot-2,38,0,examinations,Polysemy,Disamis,2,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,11656,Disamis,0,1,0,0
22_39,22,Pilot-2,39,1,admissions,Homonymy,Barbara,2,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,16393,Barbara,0,0,0,0
22_40,22,Pilot-2,40,0,lunches,Polysemy,Darii,2,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,19418,Darii,0,1,0,0
22_41,22,Pilot-2,41,1,chickens,Polysemy,Datisi,2,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,8452,Datisi,0,0,0,0
22_42,22,Pilot-2,42,1,dinosaurs,Valid Filler,Barbara,2,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,15441,Barbara,1,1,0,0
22_43,22,Pilot-2,43,1,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,16313,Disamis,0,0,0,0
22_44,22,Pilot-2,44,1,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,13509,Darii,0,0,0,0
22_45,22,Pilot-2,45,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,7410,Dimatis,1,1,0,0
22_46,22,Pilot-2,46,0,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,55053,Disamis,0,1,0,0
22_47,22,Pilot-2,47,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,26943,Datisi,1,1,0,0
22_48,22,Pilot-2,48,0,organs,Invalid Filler,Barbara*,2,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,13824,Barbara,0,1,0,0
22_49,22,Pilot-2,49,0,drivers,Invalid Filler,Barbara*,2,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,17033,Barbara,0,1,0,0
22_50,22,Pilot-2,50,0,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,10642,Darii,0,1,0,0
22_51,22,Pilot-2,51,1,dinners,Polysemy,Barbara,2,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,9766,Barbara,0,0,0,0
22_52,22,Pilot-2,52,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,9078,Dimatis,1,1,0,0
22_53,22,Pilot-2,53,0,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,9786,Dimatis,0,1,0,0
22_54,22,Pilot-2,54,1,panels,Homonymy,Datisi,2,All panels have judges,Some panels are electronics,Some electronics have judges,NA,77348,Datisi,0,0,0,0
22_55,22,Pilot-2,55,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,9638,Dimatis,0,1,0,0
22_56,22,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,9147,Datisi,0,1,0,0
22_57,22,Pilot-2,57,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,9464,Disamis,1,1,0,0
22_58,22,Pilot-2,58,1,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,13412,Disamis,0,0,0,0
22_59,22,Pilot-2,59,0,buildings,Invalid Filler,Barbara*,2,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,12541,Barbara,0,1,0,0
22_60,22,Pilot-2,60,1,tapes,Homonymy,Darii,2,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,9754,Darii,0,0,0,0
23_1,23,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,37920,Datisi,1,1,1,1
23_2,23,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,8615,Disamis,1,1,1,1
23_3,23,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,11135,Darii,0,1,1,1
23_4,23,Pilot-2,4,0,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,15200,Dimatis,1,0,1,1
23_5,23,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,11519,Datisi,1,1,1,1
23_6,23,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,9680,Darii,1,1,1,1
23_7,23,Pilot-2,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,36175,Darii,1,1,1,1
23_8,23,Pilot-2,8,1,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,7584,Disamis,0,0,1,1
23_9,23,Pilot-2,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,12920,Disamis,0,1,1,1
23_10,23,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,10512,Barbara,0,0,1,1
23_11,23,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,2352,Disamis,1,1,1,1
23_12,23,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,1856,Datisi,0,1,1,1
23_13,23,Pilot-2,13,1,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,1368,Dimatis,0,0,1,1
23_14,23,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,1520,Dimatis,0,1,1,1
23_15,23,Pilot-2,15,1,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,1616,Datisi,0,0,1,1
23_16,23,Pilot-2,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,1703,Datisi,0,1,1,1
23_17,23,Pilot-2,17,1,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,1280,Barbara,0,0,1,1
23_18,23,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,2280,Barbara,1,1,1,1
23_19,23,Pilot-2,19,1,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,1640,Dimatis,0,0,1,1
23_20,23,Pilot-2,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,2256,Darii,0,1,1,1
23_21,23,Pilot-2,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,2184,Barbara,0,0,1,1
23_22,23,Pilot-2,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,1368,Dimatis,1,1,1,1
23_23,23,Pilot-2,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,1360,Dimatis,0,0,1,1
23_24,23,Pilot-2,24,1,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,1984,Disamis,0,0,1,1
23_25,23,Pilot-2,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,1632,Disamis,0,1,1,1
